,State,Year,Quater,Transacion_type,Transacion_count,Transacion_amount
56,andhra-pradesh,2021,4,spsr nellore,41921081,92256405076.26547
57,andhra-pradesh,2021,4,anantapur,36129136,81239787006.64764
58,andhra-pradesh,2021,4,west godavari,33235175,81292461575.08183
59,andhra-pradesh,2021,4,kurnool,31782248,73968947669.64754
60,andhra-pradesh,2021,4,prakasam,27858275,71323060008.47623
61,andhra-pradesh,2022,4,visakhapatnam,103790055,185306149744.73105
62,andhra-pradesh,2022,4,krishna,76526667,157826011193.35443
63,andhra-pradesh,2022,4,guntur,70723763,146938735166.52365
64,andhra-pradesh,2022,4,chittoor,70322534,136840859888.18156
65,andhra-pradesh,2022,4,east godavari,68016055,136531110139.86255
66,andhra-pradesh,2022,4,anantapur,48299601,101533878537.23431
67,andhra-pradesh,2022,4,west godavari,47919930,105335724990.59326
68,andhra-pradesh,2022,4,kurnool,43524766,94667441029.08344
69,andhra-pradesh,2022,4,spsr nellore,42582064,92085916180.68509
70,andhra-pradesh,2022,4,prakasam,37211077,88105031866.36835
71,andhra-pradesh,2023,4,visakhapatnam,223584765,344512874812.0
72,andhra-pradesh,2023,4,krishna,173309415,298339038877.0
73,andhra-pradesh,2023,4,chittoor,163521593,274132458092.0
74,andhra-pradesh,2023,4,east godavari,162793144,282329255747.0
75,andhra-pradesh,2023,4,guntur,160724947,281806839570.0
76,andhra-pradesh,2023,4,west godavari,114825704,209237892746.0
77,andhra-pradesh,2023,4,anantapur,113698752,203367177888.0
78,andhra-pradesh,2023,4,kurnool,103816175,190597527675.0
79,andhra-pradesh,2023,4,spsr nellore,97721962,179306028468.0
80,andhra-pradesh,2023,4,prakasam,89721677,174929737360.0
81,andhra-pradesh,2024,4,visakhapatnam,229565019,302371361659.0
82,andhra-pradesh,2024,4,ntr,171465537,247316521377.0
83,andhra-pradesh,2024,4,tirupati,159672169,217180680249.0
84,andhra-pradesh,2024,4,guntur,139286726,201755300053.0
85,andhra-pradesh,2024,4,sri potti sriramulu nellore,114316424,182545036925.0
86,andhra-pradesh,2024,4,kakinada,106856932,150518386058.0
87,andhra-pradesh,2024,4,ananthapuramu,100670947,151922187881.0
88,andhra-pradesh,2024,4,east godavari,96791979,147921011637.0
89,andhra-pradesh,2024,4,eluru,92216645,140703076456.0
90,andhra-pradesh,2024,4,prakasam,90937455,149042387778.0
91,arunachal-pradesh,2018,4,papum pare,55224,154875448.20778143
92,arunachal-pradesh,2018,4,west kameng,25439,89194886.84322134
93,arunachal-pradesh,2018,4,lohit,14268,40510521.949797615
94,arunachal-pradesh,2018,4,changlang,13950,32343047.413952358
95,arunachal-pradesh,2018,4,east siang,12893,34272134.344916776
96,arunachal-pradesh,2018,4,tawang,11104,35921510.89403269
97,arunachal-pradesh,2018,4,namsai,7244,17643523.29373534
98,arunachal-pradesh,2018,4,longding,6581,22545311.85089966
99,arunachal-pradesh,2018,4,tirap,5725,10811742.670586085
100,arunachal-pradesh,2018,4,lower dibang valley,4227,10951332.393937869
101,arunachal-pradesh,2019,4,papum pare,143272,378838002.3434037
102,arunachal-pradesh,2019,4,west kameng,66740,198205637.50055438
103,arunachal-pradesh,2019,4,changlang,33963,71874990.9639822
104,arunachal-pradesh,2019,4,tawang,30077,91949243.6071119
105,arunachal-pradesh,2019,4,lohit,29281,67502324.59236205
106,arunachal-pradesh,2019,4,east siang,26605,72075285.44344108
107,arunachal-pradesh,2019,4,namsai,18290,32501252.235055387
108,arunachal-pradesh,2019,4,tirap,16459,38467790.7269052
109,arunachal-pradesh,2019,4,west siang,14581,39460255.46641725
110,arunachal-pradesh,2019,4,lower subansiri,11806,29634357.486805215
111,arunachal-pradesh,2020,4,papum pare,390528,1205917753.7046227
112,arunachal-pradesh,2020,4,west kameng,129575,390436113.7366378
113,arunachal-pradesh,2020,4,east siang,88632,250515095.18896666
114,arunachal-pradesh,2020,4,changlang,84852,204367875.07299304
115,arunachal-pradesh,2020,4,lohit,80530,196997836.79933694
116,arunachal-pradesh,2020,4,tawang,67262,240482254.58453605
117,arunachal-pradesh,2020,4,namsai,46762,111916731.51687588
118,arunachal-pradesh,2020,4,west siang,45207,125118193.04939622
119,arunachal-pradesh,2020,4,tirap,36124,104709589.66019581
120,arunachal-pradesh,2020,4,lower dibang valley,33455,81929299.56817816
121,arunachal-pradesh,2021,4,papum pare,919925,2435796597.1781564
122,arunachal-pradesh,2021,4,west kameng,247346,765859269.2953706
123,arunachal-pradesh,2021,4,east siang,169617,450185173.037876
124,arunachal-pradesh,2021,4,changlang,147432,403255246.4023236
125,arunachal-pradesh,2021,4,lohit,142772,328942905.2553121
126,arunachal-pradesh,2021,4,namsai,105194,220513367.66283622
127,arunachal-pradesh,2021,4,tawang,99575,412396002.3197621
128,arunachal-pradesh,2021,4,west siang,79050,267978346.9418527
129,arunachal-pradesh,2021,4,lower dibang valley,65302,174980099.83925235
130,arunachal-pradesh,2021,4,lower subansiri,60146,199366119.13556093
131,arunachal-pradesh,2022,4,papum pare,1917365,3401999228.93926
132,arunachal-pradesh,2022,4,west kameng,421418,954522716.7333798
133,arunachal-pradesh,2022,4,east siang,327737,623525449.463265
134,arunachal-pradesh,2022,4,lohit,276551,503661703.8315097
135,arunachal-pradesh,2022,4,changlang,254818,572195646.772961
136,arunachal-pradesh,2022,4,namsai,188919,307955075.5201911
137,arunachal-pradesh,2022,4,west siang,176377,449302139.4960692
138,arunachal-pradesh,2022,4,tawang,155419,518332824.89263654
139,arunachal-pradesh,2022,4,lower subansiri,143172,339443886.23657525
140,arunachal-pradesh,2022,4,lower dibang valley,137218,308329533.63406837
141,arunachal-pradesh,2023,4,papum pare,5938599,8374060439.0
142,arunachal-pradesh,2023,4,west kameng,1195192,2162840497.0
143,arunachal-pradesh,2023,4,east siang,931589,1416674919.0
144,arunachal-pradesh,2023,4,changlang,806945,1430052570.0
145,arunachal-pradesh,2023,4,lohit,779252,1192879539.0
146,arunachal-pradesh,2023,4,west siang,687577,1262224512.0
147,arunachal-pradesh,2023,4,lower subansiri,559506,959863862.0
148,arunachal-pradesh,2023,4,namsai,533600,769723768.0
149,arunachal-pradesh,2023,4,tawang,509181,1297707130.0
150,arunachal-pradesh,2023,4,lower dibang valley,456242,780822119.0
151,arunachal-pradesh,2024,4,itanagar capital complex,7929590,8951596062.0
152,arunachal-pradesh,2024,4,papum pare,2419497,2645782108.0
153,arunachal-pradesh,2024,4,west kameng,2107524,3219015374.0
154,arunachal-pradesh,2024,4,east siang,1813239,2282781446.0
155,arunachal-pradesh,2024,4,west siang,1415567,1943675537.0
156,arunachal-pradesh,2024,4,namsai,1331993,1658212165.0
157,arunachal-pradesh,2024,4,changlang,1295250,1770311293.0
158,arunachal-pradesh,2024,4,lohit,1024425,1233068373.0
159,arunachal-pradesh,2024,4,lower subansiri,1023776,1321086015.0
160,arunachal-pradesh,2024,4,tawang,913556,1950022807.0
161,assam,2018,4,kamrup metropolitan,686010,1345451492.4344451
162,assam,2018,4,nagaon,435103,317973029.4737475
163,assam,2018,4,barpeta,225449,354675455.9326413
164,assam,2018,4,marigaon,193075,207853575.09985885
165,assam,2018,4,cachar,187360,272342253.1327299
166,assam,2018,4,sonitpur,165399,358549931.5785284
167,assam,2018,4,kamrup,162592,236088241.49952987
168,assam,2018,4,dibrugarh,144931,264346941.49220377
169,assam,2018,4,tinsukia,127171,253718923.0695014
170,assam,2018,4,dhubri,120810,181651044.89215764
171,assam,2019,4,kamrup metropolitan,2510384,7206165641.817837
172,assam,2019,4,sonitpur,298139,613461613.2726699
173,assam,2019,4,barpeta,295624,613479659.5323288
174,assam,2019,4,nagaon,287586,546184547.4478518
175,assam,2019,4,cachar,273506,482197783.15532976
176,assam,2019,4,dibrugarh,255885,470389915.7975105
177,assam,2019,4,kamrup,249708,461559258.766533
178,assam,2019,4,tinsukia,224113,423685126.94560075
179,assam,2019,4,jorhat,185402,307700398.0221567
180,assam,2019,4,goalpara,139662,282003507.8056698
181,assam,2020,4,kamrup metropolitan,5300547,16105922899.456022
182,assam,2020,4,barpeta,724763,2053361856.4779525
183,assam,2020,4,sonitpur,676306,1560923095.7659311
184,assam,2020,4,nagaon,667880,1665021995.8192074
185,assam,2020,4,dibrugarh,631601,1479167066.80543
186,assam,2020,4,cachar,623731,1434767202.3488228
187,assam,2020,4,kamrup,557203,1271039293.2521
188,assam,2020,4,tinsukia,543941,1209737013.9697673
189,assam,2020,4,jorhat,400452,815676507.4744498
190,assam,2020,4,goalpara,381733,1018165139.8396726
191,assam,2021,4,kamrup metropolitan,22903930,48177919267.36949
192,assam,2021,4,barpeta,2145496,5341626359.643989
193,assam,2021,4,nagaon,1599255,4181552742.898878
194,assam,2021,4,dibrugarh,1489321,3247229901.0804715
195,assam,2021,4,sonitpur,1437714,3119948215.769208
196,assam,2021,4,cachar,1424029,3288405319.030481
197,assam,2021,4,kamrup,1326629,2906827875.9780307
198,assam,2021,4,dhubri,947815,2452971274.528925
199,assam,2021,4,tinsukia,924326,2099664801.0310597
200,assam,2021,4,goalpara,920783,2590433257.901761
201,assam,2022,4,kamrup metropolitan,48873033,84183380553.41818
202,assam,2022,4,barpeta,5914147,12025232756.80872
203,assam,2022,4,sonitpur,3570910,5955878582.005959
204,assam,2022,4,kamrup,3473735,6488564510.007879
205,assam,2022,4,nagaon,3466436,7442294882.997084
206,assam,2022,4,cachar,3169492,6146128032.607638
207,assam,2022,4,dhubri,2801543,5696918774.408015
208,assam,2022,4,dibrugarh,2781759,4540236249.409073
209,assam,2022,4,goalpara,2471469,5401152298.290413
210,assam,2022,4,bongaigaon,2301942,4663672960.523357
211,assam,2023,4,kamrup metropolitan,35741066,42066992122.0
212,assam,2023,4,barpeta,15365058,23767852973.0
213,assam,2023,4,nagaon,11620054,19063736023.0
214,assam,2023,4,dhubri,9754250,14883704767.0
215,assam,2023,4,cachar,9259935,14611571234.0
216,assam,2023,4,goalpara,8585082,13668435884.0
217,assam,2023,4,kamrup,8424238,12506756486.0
218,assam,2023,4,sonitpur,8050113,10777430093.0
219,assam,2023,4,darrang,6735425,10599716369.0
220,assam,2023,4,bongaigaon,6225825,9640983542.0
221,assam,2024,4,kamrup metropolitan,52145473,51816279559.0
222,assam,2024,4,barpeta,24798220,28930069019.0
223,assam,2024,4,dhubri,18500778,21619655588.0
224,assam,2024,4,nagaon,16930350,21494769896.0
225,assam,2024,4,cachar,16287428,19773111407.0
226,assam,2024,4,kamrup,16141222,18662571631.0
227,assam,2024,4,goalpara,14939041,18678804394.0
228,assam,2024,4,sonitpur,11375434,12320464475.0
229,assam,2024,4,bongaigaon,11133665,13022142781.0
230,assam,2024,4,hojai,10822136,12433762600.0
231,bihar,2018,4,patna,3256138,4907266831.02173
232,bihar,2018,4,muzaffarpur,886640,1682571935.1825838
233,bihar,2018,4,purbi champaran,732175,1458571863.5112107
234,bihar,2018,4,gaya,724866,1079658570.770959
235,bihar,2018,4,nalanda,666931,846144772.7533281
236,bihar,2018,4,pashchim champaran,582470,1215256332.6509814
237,bihar,2018,4,rohtas,534230,818426211.762433
238,bihar,2018,4,samastipur,529944,1020002681.3963063
239,bihar,2018,4,vaishali,522642,964760831.5562136
240,bihar,2018,4,darbhanga,515957,1142706537.988927
241,bihar,2019,4,patna,17235243,37707384360.64211
242,bihar,2019,4,muzaffarpur,1900732,4136536726.049083
243,bihar,2019,4,gaya,1627240,2505031784.840474
244,bihar,2019,4,purbi champaran,1432859,3375935181.6552954
245,bihar,2019,4,nalanda,1426896,1803708280.7329946
246,bihar,2019,4,pashchim champaran,1130965,2726720273.8232546
247,bihar,2019,4,rohtas,1129246,1764430308.22368
248,bihar,2019,4,vaishali,1092261,2283531751.166889
249,bihar,2019,4,darbhanga,1059279,2585981569.648556
250,bihar,2019,4,saran,1039542,2265346427.1538324
251,bihar,2020,4,patna,24443301,59562106826.23723
252,bihar,2020,4,muzaffarpur,4970912,12202451465.695423
253,bihar,2020,4,purbi champaran,4295258,11303073256.046879
254,bihar,2020,4,gaya,3671183,8039045789.856663
255,bihar,2020,4,madhubani,3371688,8381284790.639081
256,bihar,2020,4,darbhanga,3297598,8213612835.37384
257,bihar,2020,4,pashchim champaran,3212814,8105523399.184195
258,bihar,2020,4,saran,3186771,7973001812.2863655
259,bihar,2020,4,bhagalpur,2991335,7190986202.2250805
260,bihar,2020,4,siwan,2923089,7277805273.892392
261,bihar,2021,4,patna,81765610,151293164596.91888
262,bihar,2021,4,muzaffarpur,11287438,25294883682.87165
263,bihar,2021,4,purbi champaran,9979391,22867973830.953423
264,bihar,2021,4,siwan,9398007,20337077706.726944
265,bihar,2021,4,bhagalpur,8447521,17306243345.92068
266,bihar,2021,4,gaya,7707242,16641218690.213781
267,bihar,2021,4,pashchim champaran,7557978,16286679057.963713
268,bihar,2021,4,darbhanga,7502523,16126372900.44347
269,bihar,2021,4,madhubani,7114778,15424171780.635149
270,bihar,2021,4,saran,6615773,15141561808.042286
271,bihar,2022,4,patna,217434851,352393762150.454
272,bihar,2022,4,purbi champaran,19272446,36872763823.28027
273,bihar,2022,4,muzaffarpur,19056253,37684755616.87426
274,bihar,2022,4,gaya,14024331,28395718045.336975
275,bihar,2022,4,pashchim champaran,13798685,25203288880.711174
276,bihar,2022,4,saran,13791757,26710050303.497475
277,bihar,2022,4,vaishali,13468090,26133475409.364243
278,bihar,2022,4,samastipur,13239614,25127091204.346603
279,bihar,2022,4,madhubani,12545809,23814034850.98455
280,bihar,2022,4,siwan,12408052,23745856584.586132
281,bihar,2023,4,patna,107884364,150536099493.0
282,bihar,2023,4,purbi champaran,58005442,86733974303.0
283,bihar,2023,4,muzaffarpur,50819243,80792893968.0
284,bihar,2023,4,pashchim champaran,42704615,60667879800.0
285,bihar,2023,4,gaya,38352964,62551956156.0
286,bihar,2023,4,madhubani,33062836,51381268316.0
287,bihar,2023,4,samastipur,32829529,51973065647.0
288,bihar,2023,4,saran,32707531,51819712710.0
289,bihar,2023,4,purnia,32315055,50440973972.0
290,bihar,2023,4,darbhanga,31997125,50219810870.0
291,bihar,2024,4,patna,175201953,212799060175.0
292,bihar,2024,4,purbi champaran,97017471,124260537888.0
293,bihar,2024,4,muzaffarpur,85005958,115779456874.0
294,bihar,2024,4,pashchim champaran,71226856,86524079195.0
295,bihar,2024,4,gaya,64430354,91816640721.0
296,bihar,2024,4,saran,56938059,76864717292.0
297,bihar,2024,4,samastipur,55112370,77245411789.0
298,bihar,2024,4,purnea,54493866,75477167157.0
299,bihar,2024,4,madhubani,52269129,72529169201.0
300,bihar,2024,4,darbhanga,52027155,72366762365.0
301,chandigarh,2018,4,chandigarh,905116,2032591591.779975
302,chandigarh,2019,4,chandigarh,1850915,4152513817.939354
303,chandigarh,2020,4,chandigarh,2912716,6146762901.349346
304,chandigarh,2021,4,chandigarh,7898903,14373583510.61845
305,chandigarh,2022,4,chandigarh,17904840,27879754566.939415
306,chandigarh,2023,4,chandigarh,13280078,16281223001.0
307,chandigarh,2024,4,chandigarh,18528444,20501385889.0
308,chhattisgarh,2018,4,raipur,891868,1740861108.0445876
309,chhattisgarh,2018,4,janjgir champa,669790,1023380162.572681
310,chhattisgarh,2018,4,durg,529904,944287367.5683255
311,chhattisgarh,2018,4,bilaspur,471373,730446431.89519
312,chhattisgarh,2018,4,raigarh,371009,609355216.1028209
313,chhattisgarh,2018,4,korba,270387,480365449.42326164
314,chhattisgarh,2018,4,rajnandgaon,204099,352901504.78259885
315,chhattisgarh,2018,4,baloda bazar,190033,295982106.36890244
316,chhattisgarh,2018,4,mahasamund,178873,297166565.82886094
317,chhattisgarh,2018,4,surguja,174043,354179706.54506606
318,chhattisgarh,2019,4,raipur,5644383,9527539915.79604
319,chhattisgarh,2019,4,durg,2628735,3617557460.4601965
320,chhattisgarh,2019,4,bilaspur,1367178,2176560885.6034384
321,chhattisgarh,2019,4,janjgir champa,869528,1362421999.961806
322,chhattisgarh,2019,4,raigarh,727666,1244726770.8233235
323,chhattisgarh,2019,4,korba,579614,1007648571.7689123
324,chhattisgarh,2019,4,rajnandgaon,445558,711713323.6292998
325,chhattisgarh,2019,4,surguja,398053,730934546.7175045
326,chhattisgarh,2019,4,baloda bazar,372076,645723475.139449
327,chhattisgarh,2019,4,mahasamund,320354,610936099.4831579
328,chhattisgarh,2020,4,raipur,8570997,14747848599.14896
329,chhattisgarh,2020,4,durg,4913427,7302773368.858854
330,chhattisgarh,2020,4,bilaspur,2837963,4829260316.92908
331,chhattisgarh,2020,4,janjgir champa,2192318,3743676244.6136427
332,chhattisgarh,2020,4,raigarh,2064164,3637725480.8909154
333,chhattisgarh,2020,4,korba,1984429,3184943428.38221
334,chhattisgarh,2020,4,rajnandgaon,1290120,2254466252.901078
335,chhattisgarh,2020,4,surguja,1086420,2064653403.7490907
336,chhattisgarh,2020,4,baloda bazar,1079166,1896871501.902258
337,chhattisgarh,2020,4,mahasamund,1034749,1951224040.2379332
338,chhattisgarh,2021,4,raipur,23353982,36279287404.820206
339,chhattisgarh,2021,4,durg,10300130,14816073916.178635
340,chhattisgarh,2021,4,bilaspur,7784221,11326296354.842556
341,chhattisgarh,2021,4,raigarh,4987956,8118529781.855953
342,chhattisgarh,2021,4,korba,4813732,6967488786.247882
343,chhattisgarh,2021,4,janjgir champa,4713652,7509616301.088512
344,chhattisgarh,2021,4,rajnandgaon,2897306,4944916181.246885
345,chhattisgarh,2021,4,surguja,2774724,4648918490.631775
346,chhattisgarh,2021,4,baloda bazar,2428335,4125753409.5956497
347,chhattisgarh,2021,4,mahasamund,2324300,4025481736.7157373
348,chhattisgarh,2022,4,durg,48523671,64247502275.46567
349,chhattisgarh,2022,4,raipur,38862259,55662404886.39615
350,chhattisgarh,2022,4,bilaspur,16252139,21208051820.214054
351,chhattisgarh,2022,4,raigarh,8475730,11974795198.59215
352,chhattisgarh,2022,4,korba,7598691,9998923126.807133
353,chhattisgarh,2022,4,janjgir champa,7194881,9873971004.747929
354,chhattisgarh,2022,4,rajnandgaon,6195224,9255085937.73935
355,chhattisgarh,2022,4,baloda bazar,4723545,7027700030.598945
356,chhattisgarh,2022,4,surguja,4530080,6525605229.70492
357,chhattisgarh,2022,4,mahasamund,3890208,6294827909.790523
358,chhattisgarh,2023,4,raipur,65920222,83942581882.0
359,chhattisgarh,2023,4,bilaspur,34002727,38440929490.0
360,chhattisgarh,2023,4,durg,33934555,41327809019.0
361,chhattisgarh,2023,4,raigarh,21979370,26600453833.0
362,chhattisgarh,2023,4,korba,19726650,22276819296.0
363,chhattisgarh,2023,4,janjgir champa,17898423,20779991262.0
364,chhattisgarh,2023,4,surguja,12245136,14539598411.0
365,chhattisgarh,2023,4,rajnandgaon,12172390,16545526589.0
366,chhattisgarh,2023,4,baloda bazar,11419243,14730630630.0
367,chhattisgarh,2023,4,mahasamund,9931682,13768096631.0
368,chhattisgarh,2024,4,raipur,100483587,115791308444.0
369,chhattisgarh,2024,4,durg,51512689,56853409760.0
370,chhattisgarh,2024,4,bilaspur,49009256,50834715338.0
371,chhattisgarh,2024,4,korba,30926848,31421498172.0
372,chhattisgarh,2024,4,raigarh,30678887,32593558173.0
373,chhattisgarh,2024,4,surguja,18382716,20950529142.0
374,chhattisgarh,2024,4,janjgir champa,17722590,19531704794.0
375,chhattisgarh,2024,4,balodabazar bhatapara,15838095,18513490225.0
376,chhattisgarh,2024,4,mahasamund,15375747,19996523315.0
377,chhattisgarh,2024,4,bastar,14106488,16391289104.0
378,dadra-&-nagar-haveli-&-daman-&-diu,2018,4,dadra and nagar haveli,247575,399434283.41724634
379,dadra-&-nagar-haveli-&-daman-&-diu,2018,4,daman,147005,240064159.060293
380,dadra-&-nagar-haveli-&-daman-&-diu,2018,4,diu,9502,19252174.323347375
381,dadra-&-nagar-haveli-&-daman-&-diu,2019,4,dadra and nagar haveli,465412,736360098.0195075
382,dadra-&-nagar-haveli-&-daman-&-diu,2019,4,daman,282085,443588793.8632827
383,dadra-&-nagar-haveli-&-daman-&-diu,2019,4,diu,21474,46692370.12824968
384,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,dadra and nagar haveli,1178976,1683480021.6173902
385,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,daman,596994,921372876.4402872
386,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,diu,41821,95658202.77082601
387,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,dadra and nagar haveli,2651530,3463923579.431045
388,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,daman,1417153,1895788566.3308911
389,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,diu,88402,206127240.56872404
390,dadra-&-nagar-haveli-&-daman-&-diu,2022,4,dadra and nagar haveli,4689855,5134034950.126673
391,dadra-&-nagar-haveli-&-daman-&-diu,2022,4,daman,2344860,2629286286.284037
392,dadra-&-nagar-haveli-&-daman-&-diu,2022,4,diu,154870,296319509.67041874
393,dadra-&-nagar-haveli-&-daman-&-diu,2023,4,dadra and nagar haveli,11844359,11345951876.0
394,dadra-&-nagar-haveli-&-daman-&-diu,2023,4,daman,6098731,5634486680.0
395,dadra-&-nagar-haveli-&-daman-&-diu,2023,4,diu,359283,577621411.0
396,dadra-&-nagar-haveli-&-daman-&-diu,2024,4,dadra and nagar haveli,18535942,15597417353.0
397,dadra-&-nagar-haveli-&-daman-&-diu,2024,4,daman,9437231,7665740365.0
398,dadra-&-nagar-haveli-&-daman-&-diu,2024,4,diu,490527,682063743.0
399,delhi,2018,4,central delhi,9373395,13878492766.290386
400,delhi,2018,4,new delhi,3230268,5091082007.824482
401,delhi,2018,4,west,2678986,3650604507.6334457
402,delhi,2018,4,south east delhi,2675009,3473400560.128728
403,delhi,2018,4,north west,2221592,2514145474.579898
404,delhi,2018,4,east,2073615,2113753353.5608745
405,delhi,2018,4,north,1864549,2189129077.3478146
406,delhi,2018,4,south,1769675,2243831444.013054
407,delhi,2018,4,south west,1535302,2165326033.913863
408,delhi,2018,4,shahdara,987533,1305320182.496128
409,delhi,2019,4,new delhi,29048107,54398427887.76768
410,delhi,2019,4,central delhi,13130548,21110784970.602043
411,delhi,2019,4,west,6541869,9822841229.050655
412,delhi,2019,4,south east delhi,6387755,8697135102.682934
413,delhi,2019,4,east,4787770,5518543582.019401
414,delhi,2019,4,south,4672501,5360121273.421125
415,delhi,2019,4,north west,4376687,6492920778.373013
416,delhi,2019,4,north,3982235,5440162132.4586935
417,delhi,2019,4,south west,3796919,5538272503.100773
418,delhi,2019,4,shahdara,2149197,3597910765.0530796
419,delhi,2020,4,central delhi,32194168,61575435521.28283
420,delhi,2020,4,new delhi,19719782,37020451053.1837
421,delhi,2020,4,west,12092280,22395396964.83783
422,delhi,2020,4,south east delhi,11414146,17130268130.317047
423,delhi,2020,4,north west,8026101,14953244692.580374
424,delhi,2020,4,south west,7745403,12646111042.466732
425,delhi,2020,4,east,7410660,10725439312.082693
426,delhi,2020,4,south,6797385,9578135719.354939
427,delhi,2020,4,north,6775272,12208521800.583145
428,delhi,2020,4,shahdara,4208254,9392225302.24066
429,delhi,2021,4,central delhi,111134916,177625511230.04297
430,delhi,2021,4,new delhi,61634107,99244375372.27344
431,delhi,2021,4,south east delhi,21366628,32122243404.91709
432,delhi,2021,4,west,20430656,39890704519.6619
433,delhi,2021,4,north west,13585992,26091698381.40573
434,delhi,2021,4,south,12510023,16942839763.775913
435,delhi,2021,4,north,12503180,22723650290.401375
436,delhi,2021,4,south west,12404698,21054166955.724888
437,delhi,2021,4,east,12092666,18447833006.757885
438,delhi,2021,4,shahdara,7518346,17929102853.313446
439,delhi,2022,4,central delhi,280960656,386107883617.53076
440,delhi,2022,4,new delhi,45094468,58157025088.38431
441,delhi,2022,4,south east delhi,33116019,44231426531.24901
442,delhi,2022,4,west,32293188,56453476563.182175
443,delhi,2022,4,east,23683133,33122093387.044395
444,delhi,2022,4,north west,19859098,35599171826.28781
